Birth;Sex;Reg;RegType;UkrTestStatus;Year;UkrBall100
1983;жіноча;Херсонська  ;село;Зараховано;2020;134
1983;чоловіча;Харківська  ;село;Не з’явився;2020;NA
1983;чоловіча;Львівська  ;місто;Не подолав поріг;2020;0
1983;жіноча;Харківська  ;місто;Зараховано;2020;113
1983;чоловіча;Запорізька  ;місто;Не з’явився;2020;NA
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2020;130
1983;жіноча;Кіровоградська  ;місто;Зараховано;2020;118
1983;жіноча;Чернівецька  ;село;Зараховано;2020;128
1983;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1983;жіноча;Закарпатська  ;село;Зараховано;2020;106
1983;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1983;жіноча;Чернівецька  ;місто;Не з’явився;2020;NA
1983;жіноча;Запорізька  ;місто;NA;2020;NA
1983;жіноча;Донецька  ;місто;Зараховано;2020;127
1983;чоловіча;Харківська  ;село;Не подолав поріг;2020;0
1983;жіноча;Київська  ;місто;Не з’явився;2020;NA
1983;жіноча;Кіровоградська  ;село;Не з’явився;2020;NA
1983;чоловіча;Київська  ;місто;Зараховано;2020;113
1983;чоловіча;Черкаська  ;село;Зараховано;2020;108
1983;жіноча;Чернігівська  ;місто;Зараховано;2020;164
1983;жіноча;Житомирська  ;село;Не подолав поріг;2020;0
1983;жіноча;Донецька  ;місто;Зараховано;2020;150
1983;чоловіча;Одеська  ;місто;Зараховано;2020;121
1983;жіноча;Закарпатська  ;місто;Зараховано;2020;133
1983;чоловіча;Сумська  ;місто;Не з’явився;2020;NA
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;жіноча;Рівненська  ;місто;Зараховано;2020;145
1983;чоловіча;м.Київ;місто;Зараховано;2020;104
1983;жіноча;Донецька  ;місто;Не з’явився;2020;NA
1983;чоловіча;Вінницька  ;місто;Зараховано;2020;108
1983;жіноча;Харківська  ;місто;Зараховано;2020;190
1983;чоловіча;Одеська  ;місто;Зараховано;2020;110
1983;чоловіча;Одеська  ;місто;Зараховано;2020;125
1983;жіноча;Харківська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Черкаська  ;село;Не з’явився;2020;NA
1983;чоловіча;Закарпатська  ;місто;Зараховано;2020;103
1983;жіноча;Рівненська  ;село;NA;2020;NA
1983;чоловіча;Сумська  ;місто;Не подолав поріг;2020;0
1983;жіноча;Донецька  ;місто;NA;2020;NA
1983;жіноча;Харківська  ;місто;NA;2020;NA
1983;чоловіча;Закарпатська  ;місто;NA;2020;NA
1983;чоловіча;Чернігівська  ;село;Зараховано;2020;145
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Івано-Франківська  ;місто;Зараховано;2020;103
1983;жіноча;Дніпропетровська  ;село;Не з’явився;2020;NA
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2020;131
1983;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2020;0
1983;жіноча;Полтавська  ;місто;Не з’явився;2020;NA
1983;жіноча;Тернопільська  ;село;Не з’явився;2020;NA
1983;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1983;чоловіча;Кіровоградська  ;село;Не з’явився;2020;NA
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;жіноча;Одеська  ;село;Не з’явився;2020;NA
1983;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1983;жіноча;Дніпропетровська  ;село;Не з’явився;2020;NA
1983;жіноча;Житомирська  ;місто;Не з’явився;2020;NA
1983;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Луганська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Луганська  ;село;Не з’явився;2020;NA
1983;жіноча;Хмельницька  ;місто;Не з’явився;2020;NA
1983;жіноча;м.Київ;місто;Зараховано;2020;168
1983;чоловіча;Миколаївська  ;село;Не з’явився;2020;NA
1983;жіноча;Вінницька  ;місто;Зараховано;2020;125
1983;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;жіноча;Тернопільська  ;місто;Зараховано;2020;111
1983;жіноча;Харківська  ;місто;Зараховано;2020;106
1983;чоловіча;Київська  ;місто;Не з’явився;2020;NA
1983;жіноча;Чернівецька  ;село;Не подолав поріг;2020;0
1983;жіноча;Луганська  ;місто;Не з’явився;2020;NA
1983;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1983;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1983;чоловіча;Дніпропетровська  ;місто;Зараховано;2020;106
1983;жіноча;Вінницька  ;місто;Зараховано;2020;144
1983;жіноча;Рівненська  ;місто;Зараховано;2020;135
1983;чоловіча;Миколаївська  ;місто;Не з’явився;2020;NA
1983;жіноча;Вінницька  ;село;Зараховано;2020;134
1983;жіноча;Запорізька  ;місто;Зараховано;2020;153
1983;чоловіча;Донецька  ;місто;Зараховано;2020;108
1983;чоловіча;Луганська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Івано-Франківська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1983;чоловіча;Полтавська  ;місто;Зараховано;2020;121
1983;жіноча;Дніпропетровська  ;місто;Зараховано;2020;135
1983;жіноча;Харківська  ;місто;Зараховано;2020;127
1983;чоловіча;м.Київ;місто;Зараховано;2020;118
1983;жіноча;Кіровоградська  ;місто;Зараховано;2020;114
1983;чоловіча;Харківська  ;місто;Зараховано;2020;124
1983;жіноча;Київська  ;село;Зараховано;2020;108
1983;жіноча;Миколаївська  ;місто;Не з’явився;2020;NA
1983;жіноча;Харківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Херсонська  ;місто;Не з’явився;2020;NA
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Івано-Франківська  ;місто;NA;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;134
1984;жіноча;Харківська  ;село;Зараховано;2020;101
1984;жіноча;Запорізька  ;місто;Зараховано;2020;125
1984;жіноча;Волинська  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Луганська  ;місто;Не з’явився;2020;NA
1984;жіноча;Івано-Франківська  ;місто;Зараховано;2020;104
1984;жіноча;Івано-Франківська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Зараховано;2020;156
1984;чоловіча;Київська  ;місто;Зараховано;2020;130
1984;чоловіча;Одеська  ;місто;Зараховано;2020;128
1984;чоловіча;Черкаська  ;місто;Зараховано;2020;124
1984;жіноча;Харківська  ;місто;Зараховано;2020;138
1984;чоловіча;Херсонська  ;місто;Зараховано;2020;165
1984;чоловіча;Хмельницька  ;місто;Зараховано;2020;100
1984;жіноча;м.Київ;місто;Зараховано;2020;145
1984;жіноча;Донецька  ;місто;Зараховано;2020;103
1984;чоловіча;Рівненська  ;місто;Не з’явився;2020;NA
1984;жіноча;Донецька  ;місто;Не подолав поріг;2020;0
1984;жіноча;Харківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Чернівецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Херсонська  ;місто;Зараховано;2020;114
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Донецька  ;місто;Зараховано;2020;119
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Луганська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Зараховано;2020;142
1984;чоловіча;Запорізька  ;місто;Зараховано;2020;135
1984;жіноча;Донецька  ;місто;Зараховано;2020;127
1984;жіноча;Запорізька  ;село;Зараховано;2020;107
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Запорізька  ;місто;Зараховано;2020;149
1984;жіноча;Вінницька  ;місто;Зараховано;2020;118
1984;чоловіча;Хмельницька  ;село;Зараховано;2020;103
1984;чоловіча;Донецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Луганська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;190
1984;жіноча;Запорізька  ;місто;Зараховано;2020;134
1984;жіноча;Львівська  ;місто;Зараховано;2020;119
1984;жіноча;Донецька  ;місто;Зараховано;2020;124
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Рівненська  ;місто;Зараховано;2020;186
1984;жіноча;Запорізька  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2020;159
1984;жіноча;Харківська  ;село;Не з’явився;2020;NA
1984;жіноча;Київська  ;місто;Не з’явився;2020;NA
1984;чоловіча;м.Київ;місто;Зараховано;2020;173
1984;жіноча;Запорізька  ;місто;Зараховано;2020;104
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;чоловіча;Київська  ;село;Зараховано;2020;127
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Львівська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;113
1984;чоловіча;Одеська  ;місто;Зараховано;2020;125
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Львівська  ;село;Зараховано;2020;106
1984;чоловіча;Херсонська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;місто;Зараховано;2020;163
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;121
1984;жіноча;Запорізька  ;місто;Зараховано;2020;160
1984;жіноча;м.Київ;місто;Зараховано;2020;169
1984;жіноча;Донецька  ;місто;Зараховано;2020;147
1984;чоловіча;Черкаська  ;місто;Зараховано;2020;130
1984;чоловіча;Харківська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;133
1984;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;чоловіча;Житомирська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Волинська  ;село;Зараховано;2020;170
1984;чоловіча;Харківська  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Не з’явився;2020;NA
1984;чоловіча;м.Київ;місто;Зараховано;2020;141
1984;жіноча;Кіровоградська  ;село;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;село;Не подолав поріг;2020;0
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Чернігівська  ;місто;Зараховано;2020;103
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Черкаська  ;село;Не з’явився;2020;NA
1984;жіноча;Одеська  ;місто;Зараховано;2020;111
1984;чоловіча;Донецька  ;місто;Не з’явився;2020;NA
1984;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1984;жіноча;Одеська  ;село;Зараховано;2020;116
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Івано-Франківська  ;село;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;107
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;159
1984;жіноча;Черкаська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;110
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Харківська  ;місто;Зараховано;2020;130
1984;жіноча;Харківська  ;село;Не з’явився;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Чернівецька  ;село;Не з’явився;2020;NA
1984;жіноча;Черкаська  ;місто;Зараховано;2020;152
1984;жіноча;Херсонська  ;місто;Зараховано;2020;101
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;141
1984;чоловіча;м.Київ;місто;Не подолав поріг;2020;0
1984;жіноча;Одеська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;111
1984;жіноча;Житомирська  ;місто;Зараховано;2020;108
1984;чоловіча;Харківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Івано-Франківська  ;місто;Зараховано;2020;133
1984;жіноча;Дніпропетровська  ;село;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2020;121
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2020;110
1984;жіноча;Полтавська  ;місто;Зараховано;2020;131
1984;жіноча;Чернігівська  ;село;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2020;153
1984;чоловіча;Херсонська  ;місто;NA;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2020;110
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Київська  ;село;Зараховано;2020;103
1984;жіноча;Донецька  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Черкаська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Львівська  ;місто;Не з’явився;2020;NA
1984;жіноча;Вінницька  ;місто;Зараховано;2020;101
1984;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Сумська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Житомирська  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2020;116
1984;чоловіча;Луганська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Харківська  ;місто;Зараховано;2020;124
1984;чоловіча;Полтавська  ;місто;Не з’явився;2020;NA
1984;жіноча;Сумська  ;місто;Зараховано;2020;128
1984;жіноча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;148
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Чернігівська  ;село;Не подолав поріг;2020;0
1984;жіноча;Київська  ;місто;Зараховано;2020;145
1984;жіноча;м.Київ;місто;Зараховано;2020;176
1984;чоловіча;Миколаївська  ;місто;Зараховано;2020;110
1984;чоловіча;Дніпропетровська  ;місто;NA;2020;NA
1984;жіноча;Луганська  ;село;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;NA;2020;NA
1984;жіноча;Донецька  ;місто;Не подолав поріг;2020;0
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;119
1984;чоловіча;Львівська  ;село;Не з’явився;2020;NA
1984;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не з’явився;2020;NA
1984;жіноча;Львівська  ;місто;Зараховано;2020;184
1984;жіноча;Вінницька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2020;163
1984;чоловіча;Тернопільська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Херсонська  ;місто;Не з’явився;2020;NA
1984;жіноча;Черкаська  ;місто;Зараховано;2020;159
1984;жіноча;Харківська  ;село;Зараховано;2020;133
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Київська  ;місто;Зараховано;2020;111
1984;жіноча;Вінницька  ;місто;Зараховано;2020;110
1984;жіноча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Рівненська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Хмельницька  ;село;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;село;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;106
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;жіноча;Тернопільська  ;місто;Зараховано;2020;131
1984;жіноча;м.Київ;місто;Зараховано;2020;127
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;116
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не з’явився;2020;NA
1984;жіноча;Донецька  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Полтавська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Донецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Черкаська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Миколаївська  ;місто;Зараховано;2020;130
1984;чоловіча;Полтавська  ;місто;Зараховано;2020;122
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не з’явився;2020;NA
1984;жіноча;Житомирська  ;місто;Зараховано;2020;137
1984;чоловіча;м.Київ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;Зараховано;2020;108
1984;жіноча;Кіровоградська  ;місто;Зараховано;2020;111
1984;чоловіча;м.Київ;місто;Зараховано;2020;113
1984;чоловіча;Миколаївська  ;село;Не з’явився;2020;NA
1984;жіноча;Полтавська  ;місто;Не подолав поріг;2020;0
1984;чоловіча;м.Київ;місто;NA;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Житомирська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Донецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Рівненська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Херсонська  ;село;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Зараховано;2020;144
1984;жіноча;Харківська  ;місто;Зараховано;2020;106
1984;чоловіча;Львівська  ;село;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Зараховано;2020;111
1984;жіноча;Харківська  ;місто;Зараховано;2020;137
1984;чоловіча;Чернігівська  ;місто;NA;2020;NA
1984;чоловіча;Харківська  ;місто;Зараховано;2020;140
1984;жіноча;Харківська  ;село;Не з’явився;2020;NA
1984;жіноча;Донецька  ;село;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Сумська  ;місто;Не з’явився;2020;NA
1984;жіноча;Житомирська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;село;Зараховано;2020;108
1984;чоловіча;Вінницька  ;місто;Не з’явився;2020;NA
1984;жіноча;Львівська  ;місто;Не з’явився;2020;NA
1984;жіноча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;чоловіча;м.Київ;місто;Зараховано;2020;164
1984;жіноча;Запорізька  ;місто;Зараховано;2020;121
1984;чоловіча;Тернопільська  ;місто;Зараховано;2020;108
1984;чоловіча;Миколаївська  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Одеська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Донецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Харківська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Харківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Харківська  ;місто;Не з’явився;2020;NA
1984;жіноча;Луганська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Хмельницька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Не подолав поріг;2020;0
1984;жіноча;Донецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;місто;Зараховано;2020;125
1984;чоловіча;Черкаська  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Донецька  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Полтавська  ;місто;Не з’явився;2020;NA
1984;жіноча;Полтавська  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Львівська  ;село;Зараховано;2020;104
1984;чоловіча;Харківська  ;місто;Зараховано;2020;106
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Київська  ;місто;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Черкаська  ;село;Не з’явився;2020;NA
1984;чоловіча;Тернопільська  ;село;Зараховано;2020;103
1984;чоловіча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;жіноча;Київська  ;село;Не з’явився;2020;NA
1984;жіноча;Одеська  ;місто;Зараховано;2020;107
1984;жіноча;Донецька  ;місто;Зараховано;2020;119
1984;жіноча;Запорізька  ;місто;Зараховано;2020;106
1984;чоловіча;Сумська  ;місто;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;жіноча;Полтавська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;Зараховано;2020;134
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;134
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;164
1984;жіноча;Харківська  ;місто;Зараховано;2020;127
1984;чоловіча;Харківська  ;місто;Зараховано;2020;107
1984;жіноча;Херсонська  ;місто;Зараховано;2020;122
1984;чоловіча;Дніпропетровська  ;місто;Зараховано;2020;107
1984;чоловіча;Чернівецька  ;село;Зараховано;2020;137
1984;жіноча;Вінницька  ;місто;Зараховано;2020;103
1984;жіноча;Львівська  ;місто;Зараховано;2020;111
1984;жіноча;Черкаська  ;село;Не з’явився;2020;NA
1984;чоловіча;Харківська  ;місто;Зараховано;2020;100
1984;чоловіча;Рівненська  ;місто;Зараховано;2020;101
1984;жіноча;Івано-Франківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;м.Київ;місто;Не подолав поріг;2020;0
1984;чоловіча;Вінницька  ;село;Не з’явився;2020;NA
1984;жіноча;Львівська  ;село;Зараховано;2020;110
1984;чоловіча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Київська  ;місто;Зараховано;2020;106
1984;жіноча;Одеська  ;місто;Не з’явився;2020;NA
1984;жіноча;Полтавська  ;місто;NA;2020;NA
1984;чоловіча;Черкаська  ;село;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;село;Зараховано;2020;128
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Житомирська  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2020;137
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;158
1984;чоловіча;Сумська  ;місто;Не з’явився;2020;NA
1984;жіноча;Рівненська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Вінницька  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;NA;2020;NA
1984;жіноча;Полтавська  ;село;Зараховано;2020;145
1984;жіноча;Вінницька  ;село;Зараховано;2020;181
1984;чоловіча;Луганська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Зараховано;2020;140
1984;жіноча;м.Київ;місто;Зараховано;2020;116
1984;чоловіча;Київська  ;село;Не з’явився;2020;NA
1984;жіноча;Київська  ;місто;Зараховано;2020;111
1984;чоловіча;Донецька  ;місто;Не подолав поріг;2020;0
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;село;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;село;Зараховано;2020;108
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Черкаська  ;село;Не з’явився;2020;NA
1984;жіноча;Миколаївська  ;місто;Зараховано;2020;114
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;місто;Зараховано;2020;119
1984;жіноча;Сумська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Одеська  ;село;Не з’явився;2020;NA
1984;жіноча;Сумська  ;місто;Зараховано;2020;145
1984;чоловіча;Львівська  ;село;Зараховано;2020;125
1984;жіноча;Миколаївська  ;місто;Зараховано;2020;107
1984;жіноча;Миколаївська  ;село;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;село;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Рівненська  ;місто;Не з’явився;2020;NA
1984;жіноча;Чернівецька  ;село;Зараховано;2020;100
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;103
1984;жіноча;Черкаська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Кіровоградська  ;місто;Зараховано;2020;104
1984;чоловіча;Сумська  ;місто;Зараховано;2020;158
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;153
1984;чоловіча;Івано-Франківська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Житомирська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Сумська  ;місто;Не з’явився;2020;NA
1984;жіноча;Чернігівська  ;місто;Зараховано;2020;127
1984;чоловіча;Запорізька  ;місто;Не з’явився;2020;NA
1984;жіноча;Донецька  ;місто;Не подолав поріг;2020;0
1984;жіноча;Запорізька  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Не подолав поріг;2020;0
1984;жіноча;Харківська  ;місто;Не подолав поріг;2020;0
1984;жіноча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Зараховано;2020;138
1984;жіноча;м.Київ;місто;Не з’явився;2020;NA
1984;жіноча;Запорізька  ;село;Зараховано;2020;114
1984;чоловіча;Сумська  ;місто;NA;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;м.Київ;місто;Не з’явився;2020;NA
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Черкаська  ;місто;Не з’явився;2020;NA
1984;жіноча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;жіноча;Херсонська  ;місто;Не з’явився;2020;NA
1984;жіноча;Одеська  ;місто;Зараховано;2020;142
1984;жіноча;Запорізька  ;місто;Зараховано;2020;122
1984;жіноча;Миколаївська  ;місто;Не з’явився;2020;NA
1984;жіноча;Харківська  ;місто;NA;2020;NA
1984;жіноча;Хмельницька  ;село;Зараховано;2020;134
1984;чоловіча;Донецька  ;місто;Зараховано;2020;100
1984;чоловіча;Дніпропетровська  ;місто;Не з’явився;2020;NA
1984;чоловіча;Вінницька  ;місто;Не з’явився;2020;NA
