Birth;Sex;Reg;RegType;UkrTestStatus;Year;UkrBall100
1949;чоловіча;Харківська  ;місто;Не з’явився;2018;NA
1952;чоловіча;Київська  ;місто;NA;2018;NA
1954;жіноча;Полтавська  ;місто;Не подолав поріг;2018;0.0
1954;чоловіча;Миколаївська  ;місто;Зараховано;2018;165.0
1957;чоловіча;Вінницька  ;село;Не з’явився;2018;NA
1958;жіноча;Тернопільська  ;місто;Не з’явився;2018;NA
1958;чоловіча;Миколаївська  ;місто;Зараховано;2018;100.0
1959;жіноча;Харківська  ;місто;Зараховано;2018;166.0
1959;чоловіча;Харківська  ;місто;Не з’явився;2018;NA
1959;жіноча;Дніпропетровська  ;місто;Зараховано;2018;197.5
1960;жіноча;Чернівецька  ;село;NA;2018;NA
1960;чоловіча;Тернопільська  ;місто;Не з’явився;2018;NA
1960;жіноча;Дніпропетровська  ;село;Не з’явився;2018;NA
1960;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1961;жіноча;Дніпропетровська  ;місто;Зараховано;2018;145.0
1961;чоловіча;Харківська  ;місто;Зараховано;2018;178.0
1961;жіноча;Кіровоградська  ;місто;Зараховано;2018;159.0
1961;жіноча;Черкаська  ;місто;Зараховано;2018;150.0
1962;жіноча;м.Київ;місто;Зараховано;2018;121.0
1962;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;0.0
1962;чоловіча;Полтавська  ;місто;NA;2018;NA
1963;жіноча;Запорізька  ;місто;Зараховано;2018;112.0
1963;чоловіча;Львівська  ;місто;Не з’явився;2018;NA
1963;чоловіча;Запорізька  ;місто;Зараховано;2018;126.0
1963;жіноча;Кіровоградська  ;місто;Зараховано;2018;136.0
1963;жіноча;Кіровоградська  ;місто;Зараховано;2018;129.0
1963;жіноча;Дніпропетровська  ;місто;Зараховано;2018;100.0
1963;жіноча;Дніпропетровська  ;село;Не з’явився;2018;NA
1963;жіноча;Івано-Франківська  ;місто;Зараховано;2018;198.0
1964;чоловіча;Львівська  ;місто;NA;2018;NA
1964;чоловіча;м.Київ;місто;Зараховано;2018;112.0
1964;жіноча;Миколаївська  ;місто;Не з’явився;2018;NA
1964;жіноча;Донецька  ;село;Зараховано;2018;102.0
1964;жіноча;Запорізька  ;місто;Зараховано;2018;159.0
1964;жіноча;Донецька  ;місто;Зараховано;2018;131.0
1965;жіноча;Харківська  ;місто;Зараховано;2018;160.0
1965;жіноча;Запорізька  ;місто;Зараховано;2018;119.0
1965;жіноча;Дніпропетровська  ;місто;Зараховано;2018;145.0
1965;жіноча;м.Київ;місто;Зараховано;2018;124.0
1965;жіноча;Івано-Франківська  ;село;Не з’явився;2018;NA
1965;чоловіча;Запорізька  ;місто;Зараховано;2018;181.0
1965;жіноча;Житомирська  ;місто;Зараховано;2018;105.0
1965;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1965;жіноча;Кіровоградська  ;місто;Зараховано;2018;104.0
1965;жіноча;Львівська  ;місто;Не з’явився;2018;NA
1965;жіноча;Дніпропетровська  ;село;Зараховано;2018;107.0
1965;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1965;жіноча;Одеська  ;місто;Зараховано;2018;196.0
1965;жіноча;Луганська  ;місто;Зараховано;2018;119.0
1965;жіноча;Запорізька  ;місто;Не з’явився;2018;NA
1965;жіноча;м.Київ;місто;Зараховано;2018;131.0
1966;жіноча;Черкаська  ;місто;Зараховано;2018;143.0
1966;жіноча;Одеська  ;місто;Зараховано;2018;139.0
1966;чоловіча;Харківська  ;місто;Зараховано;2018;132.0
1966;чоловіча;Київська  ;місто;Не з’явився;2018;NA
1966;чоловіча;м.Київ;місто;Не з’явився;2018;NA
1967;чоловіча;Полтавська  ;місто;Зараховано;2018;126.0
1967;жіноча;Запорізька  ;місто;Зараховано;2018;123.0
1967;жіноча;Херсонська  ;місто;NA;2018;NA
1967;жіноча;Київська  ;місто;Зараховано;2018;158.0
1967;жіноча;Одеська  ;місто;Зараховано;2018;145.0
1967;чоловіча;Запорізька  ;село;Не з’явився;2018;NA
1967;жіноча;Сумська  ;місто;Зараховано;2018;102.0
1967;жіноча;м.Київ;місто;Зараховано;2018;121.0
1967;жіноча;Закарпатська  ;село;Зараховано;2018;100.0
1967;жіноча;Дніпропетровська  ;місто;Зараховано;2018;150.0
1967;жіноча;Харківська  ;місто;Зараховано;2018;146.0
1967;жіноча;Одеська  ;село;Зараховано;2018;156.0
1967;жіноча;Харківська  ;місто;Не з’явився;2018;NA
1967;жіноча;Одеська  ;місто;Зараховано;2018;100.0
1967;чоловіча;Львівська  ;село;Не з’явився;2018;NA
1967;жіноча;Дніпропетровська  ;село;Зараховано;2018;134.0
1967;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2018;0.0
1968;жіноча;Полтавська  ;село;NA;2018;NA
1968;жіноча;Дніпропетровська  ;місто;Зараховано;2018;132.0
1968;чоловіча;Хмельницька  ;місто;Зараховано;2018;129.0
1968;чоловіча;м.Київ;місто;Не з’явився;2018;NA
1968;жіноча;Херсонська  ;місто;Зараховано;2018;107.0
1968;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1968;чоловіча;Дніпропетровська  ;місто;Зараховано;2018;132.0
1968;чоловіча;Волинська  ;місто;Не з’явився;2018;NA
1968;жіноча;Запорізька  ;село;Зараховано;2018;170.0
1968;чоловіча;Запорізька  ;село;Зараховано;2018;129.0
1968;жіноча;Вінницька  ;місто;Зараховано;2018;126.0
1968;чоловіча;м.Київ;місто;Зараховано;2018;111.0
1968;жіноча;Харківська  ;місто;Зараховано;2018;146.0
1968;жіноча;Дніпропетровська  ;місто;Зараховано;2018;152.0
1968;жіноча;Чернігівська  ;місто;Зараховано;2018;158.0
1968;жіноча;Донецька  ;місто;Зараховано;2018;123.0
1968;жіноча;Вінницька  ;місто;Зараховано;2018;139.0
1968;жіноча;Полтавська  ;місто;Зараховано;2018;191.0
1968;жіноча;Чернівецька  ;місто;Зараховано;2018;176.0
1968;чоловіча;Київська  ;село;Не подолав поріг;2018;0.0
1968;жіноча;Кіровоградська  ;місто;Зараховано;2018;129.0
1969;жіноча;Донецька  ;місто;Зараховано;2018;129.0
1969;чоловіча;Київська  ;село;Не з’явився;2018;NA
1969;чоловіча;Запорізька  ;місто;Не з’явився;2018;NA
1969;чоловіча;Запорізька  ;місто;Зараховано;2018;129.0
1969;жіноча;Дніпропетровська  ;місто;Зараховано;2018;119.0
1969;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1969;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1969;жіноча;Запорізька  ;місто;Зараховано;2018;141.0
1969;чоловіча;Дніпропетровська  ;село;Не з’явився;2018;NA
1969;жіноча;Запорізька  ;місто;Зараховано;2018;145.0
1969;чоловіча;Донецька  ;місто;Зараховано;2018;105.0
1969;чоловіча;Запорізька  ;місто;Не з’явився;2018;NA
1969;жіноча;Миколаївська  ;місто;Зараховано;2018;165.0
1969;жіноча;Харківська  ;село;Зараховано;2018;107.0
1969;жіноча;Донецька  ;місто;Зараховано;2018;147.0
1969;чоловіча;Київська  ;село;Не з’явився;2018;NA
1969;жіноча;Дніпропетровська  ;місто;Зараховано;2018;105.0
1969;жіноча;Миколаївська  ;місто;Зараховано;2018;145.0
1969;жіноча;Одеська  ;село;Не подолав поріг;2018;0.0
1969;жіноча;Запорізька  ;місто;Не з’явився;2018;NA
1969;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1969;жіноча;Донецька  ;місто;Зараховано;2018;135.0
1969;жіноча;Луганська  ;місто;Зараховано;2018;100.0
1969;жіноча;Одеська  ;село;Зараховано;2018;138.0
1969;чоловіча;Київська  ;село;Не подолав поріг;2018;0.0
1969;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1969;чоловіча;Хмельницька  ;місто;Не з’явився;2018;NA
1969;чоловіча;Вінницька  ;село;Не з’явився;2018;NA
1969;жіноча;Харківська  ;місто;Зараховано;2018;160.0
1969;чоловіча;Львівська  ;місто;Не з’явився;2018;NA
1970;чоловіча;Львівська  ;місто;Не подолав поріг;2018;0.0
1970;жіноча;Харківська  ;місто;Зараховано;2018;124.0
1970;жіноча;м.Київ;місто;Зараховано;2018;138.0
1970;жіноча;Полтавська  ;місто;Зараховано;2018;148.0
1970;жіноча;м.Київ;місто;Не з’явився;2018;NA
1970;жіноча;Закарпатська  ;село;Не подолав поріг;2018;0.0
1970;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2018;0.0
1970;жіноча;Вінницька  ;місто;Зараховано;2018;105.0
1970;жіноча;Харківська  ;місто;Зараховано;2018;116.0
1970;жіноча;Тернопільська  ;місто;Зараховано;2018;197.0
1970;жіноча;Сумська  ;місто;Зараховано;2018;121.0
1970;чоловіча;Житомирська  ;місто;Не подолав поріг;2018;0.0
1970;жіноча;м.Київ;місто;Не з’явився;2018;NA
1970;жіноча;Київська  ;село;Зараховано;2018;139.0
1970;жіноча;Луганська  ;місто;Зараховано;2018;152.0
1970;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1970;жіноча;Київська  ;село;Не подолав поріг;2018;0.0
1970;жіноча;м.Київ;місто;Не з’явився;2018;NA
1970;чоловіча;Київська  ;село;Не подолав поріг;2018;0.0
1970;жіноча;Донецька  ;місто;Зараховано;2018;136.0
1970;чоловіча;Полтавська  ;місто;Зараховано;2018;127.0
1970;чоловіча;Кіровоградська  ;місто;Зараховано;2018;107.0
1970;жіноча;Дніпропетровська  ;місто;NA;2018;NA
1970;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;0.0
1970;жіноча;Полтавська  ;місто;Зараховано;2018;193.0
1970;жіноча;Дніпропетровська  ;місто;Зараховано;2018;173.0
1970;чоловіча;Львівська  ;місто;Не подолав поріг;2018;0.0
1970;чоловіча;Львівська  ;місто;Зараховано;2018;104.0
1970;жіноча;Вінницька  ;село;Зараховано;2018;112.0
1970;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1970;жіноча;Дніпропетровська  ;місто;Зараховано;2018;111.0
1970;жіноча;Донецька  ;село;Зараховано;2018;167.0
1970;жіноча;Волинська  ;місто;Зараховано;2018;135.0
1970;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1970;жіноча;Одеська  ;місто;Зараховано;2018;168.0
1970;жіноча;Донецька  ;місто;Не з’явився;2018;NA
1970;жіноча;Київська  ;місто;Зараховано;2018;112.0
1970;жіноча;Запорізька  ;село;Зараховано;2018;163.0
1970;жіноча;Дніпропетровська  ;село;Зараховано;2018;111.0
1970;чоловіча;м.Київ;місто;Зараховано;2018;141.0
1970;чоловіча;Тернопільська  ;село;Не подолав поріг;2018;0.0
1970;чоловіча;Житомирська  ;село;NA;2018;NA
1970;жіноча;м.Київ;місто;Не подолав поріг;2018;0.0
1970;жіноча;Вінницька  ;місто;Зараховано;2018;146.0
1971;чоловіча;м.Київ;місто;Не з’явився;2018;NA
1971;жіноча;м.Київ;місто;Не з’явився;2018;NA
1971;жіноча;Кіровоградська  ;місто;Не подолав поріг;2018;0.0
1971;жіноча;Кіровоградська  ;село;Зараховано;2018;129.0
1971;чоловіча;Київська  ;місто;Зараховано;2018;112.0
1971;жіноча;Вінницька  ;місто;Не з’явився;2018;NA
1971;чоловіча;Хмельницька  ;село;Не з’явився;2018;NA
1971;жіноча;Житомирська  ;місто;Не з’явився;2018;NA
1971;чоловіча;Житомирська  ;місто;Не з’явився;2018;NA
1971;жіноча;Запорізька  ;місто;NA;2018;NA
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;100.0
1971;жіноча;Херсонська  ;село;Зараховано;2018;152.0
1971;жіноча;м.Київ;місто;Не з’явився;2018;NA
1971;жіноча;Кіровоградська  ;село;Не з’явився;2018;NA
1971;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1971;жіноча;Сумська  ;місто;NA;2018;NA
1971;жіноча;Херсонська  ;село;Зараховано;2018;141.0
1971;жіноча;м.Київ;місто;Зараховано;2018;191.0
1971;жіноча;Харківська  ;село;Зараховано;2018;145.0
1971;жіноча;Вінницька  ;місто;Зараховано;2018;127.0
1971;чоловіча;Запорізька  ;місто;Зараховано;2018;118.0
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;142.0
1971;жіноча;Миколаївська  ;місто;Зараховано;2018;131.0
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;107.0
1971;жіноча;Донецька  ;місто;Зараховано;2018;146.0
1971;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1971;чоловіча;Харківська  ;місто;Зараховано;2018;109.0
1971;жіноча;Волинська  ;село;Не з’явився;2018;NA
1971;жіноча;Волинська  ;село;Не з’явився;2018;NA
1971;чоловіча;Львівська  ;місто;Зараховано;2018;146.0
1971;жіноча;м.Київ;місто;Зараховано;2018;183.0
1971;чоловіча;Львівська  ;місто;Не подолав поріг;2018;0.0
1971;жіноча;Луганська  ;місто;Зараховано;2018;102.0
1971;жіноча;Кіровоградська  ;місто;Не подолав поріг;2018;0.0
1971;чоловіча;Харківська  ;місто;Зараховано;2018;182.0
1971;жіноча;м.Київ;місто;Зараховано;2018;150.0
1971;жіноча;Дніпропетровська  ;село;Зараховано;2018;118.0
1971;жіноча;Закарпатська  ;село;Зараховано;2018;102.0
1971;жіноча;Полтавська  ;місто;Зараховано;2018;127.0
1971;жіноча;Черкаська  ;місто;Зараховано;2018;157.0
1971;жіноча;Івано-Франківська  ;місто;NA;2018;NA
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;121.0
1971;жіноча;Чернівецька  ;село;Зараховано;2018;126.0
1971;жіноча;м.Київ;місто;Зараховано;2018;121.0
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;152.0
1971;жіноча;Харківська  ;місто;Зараховано;2018;126.0
1971;жіноча;Дніпропетровська  ;місто;Зараховано;2018;141.0
1971;жіноча;Миколаївська  ;місто;Не з’явився;2018;NA
1971;жіноча;Харківська  ;місто;Зараховано;2018;105.0
1971;чоловіча;Донецька  ;місто;Зараховано;2018;114.0
1971;жіноча;Миколаївська  ;місто;NA;2018;NA
1971;жіноча;Полтавська  ;місто;Не з’явився;2018;NA
1971;жіноча;Одеська  ;місто;Зараховано;2018;181.0
1971;жіноча;Кіровоградська  ;місто;Зараховано;2018;100.0
1971;жіноча;Запорізька  ;місто;Зараховано;2018;165.0
1972;жіноча;Миколаївська  ;місто;Зараховано;2018;111.0
1972;жіноча;Харківська  ;місто;Не з’явився;2018;NA
1972;жіноча;Львівська  ;місто;Не з’явився;2018;NA
1972;чоловіча;Чернігівська  ;місто;Зараховано;2018;163.0
1972;чоловіча;Київська  ;місто;Зараховано;2018;169.0
1972;жіноча;м.Київ;місто;Зараховано;2018;107.0
1972;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1972;жіноча;Херсонська  ;місто;Зараховано;2018;136.0
1972;жіноча;Запорізька  ;місто;Не з’явився;2018;NA
1972;жіноча;Дніпропетровська  ;село;Зараховано;2018;136.0
1972;чоловіча;Полтавська  ;місто;Не з’явився;2018;NA
1972;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1972;жіноча;Львівська  ;місто;Не подолав поріг;2018;0.0
1972;жіноча;м.Київ;місто;Зараховано;2018;105.0
1972;жіноча;Харківська  ;місто;Не з’явився;2018;NA
1972;жіноча;Херсонська  ;місто;Зараховано;2018;152.0
1972;жіноча;Донецька  ;місто;Зараховано;2018;114.0
1972;чоловіча;Київська  ;місто;Зараховано;2018;163.0
1972;жіноча;Дніпропетровська  ;місто;NA;2018;NA
1972;жіноча;Чернігівська  ;місто;NA;2018;NA
1972;жіноча;Кіровоградська  ;місто;Зараховано;2018;158.0
1972;жіноча;Луганська  ;місто;Зараховано;2018;104.0
1972;жіноча;Запорізька  ;місто;Зараховано;2018;109.0
1972;чоловіча;м.Київ;місто;Не подолав поріг;2018;0.0
1972;жіноча;Сумська  ;місто;Зараховано;2018;109.0
1972;жіноча;Дніпропетровська  ;місто;Зараховано;2018;121.0
1972;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1972;жіноча;м.Київ;місто;Зараховано;2018;159.0
1972;чоловіча;Черкаська  ;місто;Не з’явився;2018;NA
1972;жіноча;Полтавська  ;місто;Зараховано;2018;158.0
1972;чоловіча;м.Київ;місто;Зараховано;2018;167.0
1972;жіноча;Донецька  ;місто;Зараховано;2018;143.0
1972;жіноча;Вінницька  ;місто;Не подолав поріг;2018;0.0
1972;чоловіча;Луганська  ;місто;Зараховано;2018;109.0
1972;жіноча;Хмельницька  ;село;Не подолав поріг;2018;0.0
1972;чоловіча;Київська  ;місто;Не з’явився;2018;NA
1972;жіноча;Черкаська  ;місто;Зараховано;2018;169.0
1972;жіноча;Тернопільська  ;місто;Зараховано;2018;199.0
1972;жіноча;м.Київ;місто;Зараховано;2018;118.0
1972;жіноча;м.Київ;місто;Зараховано;2018;118.0
1972;жіноча;Кіровоградська  ;місто;Зараховано;2018;116.0
1972;жіноча;Дніпропетровська  ;місто;Зараховано;2018;109.0
1972;жіноча;Волинська  ;місто;Зараховано;2018;118.0
1972;жіноча;Запорізька  ;місто;Зараховано;2018;134.0
1972;чоловіча;Чернівецька  ;місто;Не з’явився;2018;NA
1972;чоловіча;Миколаївська  ;місто;Зараховано;2018;155.0
1972;чоловіча;Сумська  ;місто;Не подолав поріг;2018;0.0
1972;жіноча;Київська  ;село;Зараховано;2018;123.0
1972;жіноча;м.Київ;місто;Зараховано;2018;175.0
1972;жіноча;Київська  ;місто;Зараховано;2018;164.0
1972;жіноча;Одеська  ;село;Не з’явився;2018;NA
1972;жіноча;Полтавська  ;місто;Зараховано;2018;162.0
1972;жіноча;Київська  ;село;Не з’явився;2018;NA
1972;жіноча;Сумська  ;місто;NA;2018;NA
1972;чоловіча;Запорізька  ;місто;Зараховано;2018;116.0
1972;жіноча;Львівська  ;село;Зараховано;2018;139.0
1972;жіноча;Кіровоградська  ;місто;Не з’явився;2018;NA
1972;чоловіча;м.Київ;місто;Зараховано;2018;111.0
1972;жіноча;Кіровоградська  ;місто;Зараховано;2018;118.0
1972;жіноча;Дніпропетровська  ;місто;Зараховано;2018;109.0
1972;жіноча;Луганська  ;місто;Не з’явився;2018;NA
1973;жіноча;Луганська  ;місто;Зараховано;2018;102.0
1973;жіноча;Дніпропетровська  ;місто;Зараховано;2018;148.0
1973;чоловіча;м.Київ;місто;Зараховано;2018;139.0
1973;чоловіча;Донецька  ;місто;Зараховано;2018;100.0
1973;жіноча;Чернігівська  ;місто;Не з’явився;2018;NA
1973;чоловіча;Чернівецька  ;місто;Не з’явився;2018;NA
1973;чоловіча;Черкаська  ;місто;Зараховано;2018;146.0
1973;чоловіча;м.Київ;місто;Зараховано;2018;138.0
1973;чоловіча;Хмельницька  ;місто;Не подолав поріг;2018;0.0
1973;жіноча;Донецька  ;місто;Зараховано;2018;127.0
1973;жіноча;Сумська  ;місто;Зараховано;2018;135.0
1973;жіноча;Херсонська  ;місто;Зараховано;2018;151.0
1973;жіноча;Сумська  ;місто;Зараховано;2018;109.0
1973;жіноча;м.Київ;місто;Зараховано;2018;152.0
1973;жіноча;Одеська  ;село;Не з’явився;2018;NA
1973;жіноча;Херсонська  ;місто;Зараховано;2018;107.0
1973;жіноча;м.Київ;місто;Зараховано;2018;148.0
1973;чоловіча;Запорізька  ;село;Не з’явився;2018;NA
1973;жіноча;Чернігівська  ;село;Зараховано;2018;129.0
1973;жіноча;Одеська  ;місто;Зараховано;2018;121.0
1973;жіноча;Миколаївська  ;село;Зараховано;2018;129.0
1973;чоловіча;Херсонська  ;місто;Зараховано;2018;109.0
1973;чоловіча;Полтавська  ;село;Зараховано;2018;109.0
1973;жіноча;Запорізька  ;село;Зараховано;2018;147.0
1973;жіноча;Чернігівська  ;місто;Не з’явився;2018;NA
1973;чоловіча;Запорізька  ;місто;Не з’явився;2018;NA
1973;чоловіча;Харківська  ;місто;Не з’явився;2018;NA
1973;жіноча;Івано-Франківська  ;село;NA;2018;NA
1973;чоловіча;Полтавська  ;місто;Зараховано;2018;107.0
1973;чоловіча;Чернівецька  ;місто;Зараховано;2018;152.0
1973;чоловіча;Харківська  ;місто;Не з’явився;2018;NA
1973;жіноча;м.Київ;місто;Зараховано;2018;166.0
1973;чоловіча;Рівненська  ;село;Зараховано;2018;116.0
1973;чоловіча;Запорізька  ;місто;Зараховано;2018;105.0
1973;чоловіча;Запорізька  ;місто;Зараховано;2018;107.0
1973;чоловіча;Кіровоградська  ;місто;Зараховано;2018;100.0
1973;жіноча;Одеська  ;місто;Зараховано;2018;112.0
1973;чоловіча;Полтавська  ;місто;Не з’явився;2018;NA
1973;жіноча;м.Київ;місто;Зараховано;2018;195.0
1973;чоловіча;Вінницька  ;село;Не подолав поріг;2018;0.0
1973;жіноча;Київська  ;місто;Не з’явився;2018;NA
1973;жіноча;Закарпатська  ;село;Не подолав поріг;2018;0.0
1973;чоловіча;Волинська  ;село;Зараховано;2018;112.0
1973;жіноча;Запорізька  ;місто;Не подолав поріг;2018;0.0
1973;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1973;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1973;жіноча;Луганська  ;місто;NA;2018;NA
1973;жіноча;Миколаївська  ;місто;Не подолав поріг;2018;0.0
1973;чоловіча;Миколаївська  ;місто;Не з’явився;2018;NA
1973;чоловіча;Сумська  ;місто;Не подолав поріг;2018;0.0
1973;жіноча;Львівська  ;місто;Не подолав поріг;2018;0.0
1973;жіноча;Тернопільська  ;місто;Зараховано;2018;185.0
1973;жіноча;Одеська  ;місто;Зараховано;2018;151.0
1973;жіноча;Івано-Франківська  ;місто;Зараховано;2018;139.0
1973;жіноча;Миколаївська  ;місто;Не з’явився;2018;NA
1973;жіноча;Миколаївська  ;місто;Зараховано;2018;165.0
1973;жіноча;Дніпропетровська  ;село;Зараховано;2018;159.0
1973;чоловіча;Запорізька  ;місто;Не подолав поріг;2018;0.0
1973;жіноча;Запорізька  ;місто;Зараховано;2018;127.0
1973;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;0.0
1973;чоловіча;Рівненська  ;місто;Не з’явився;2018;NA
1973;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1973;чоловіча;м.Київ;місто;Зараховано;2018;142.0
1973;жіноча;Харківська  ;місто;Не з’явився;2018;NA
1973;жіноча;Закарпатська  ;село;Зараховано;2018;121.0
1973;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;0.0
1973;жіноча;Чернігівська  ;село;Зараховано;2018;126.0
1973;жіноча;Одеська  ;село;Не подолав поріг;2018;0.0
1973;жіноча;Львівська  ;місто;Не з’явився;2018;NA
1974;чоловіча;Вінницька  ;місто;Не з’явився;2018;NA
1974;жіноча;Харківська  ;місто;Не з’явився;2018;NA
1974;жіноча;Луганська  ;місто;Зараховано;2018;147.0
1974;чоловіча;Одеська  ;місто;Не з’явився;2018;NA
1974;чоловіча;м.Київ;місто;Зараховано;2018;132.0
1974;жіноча;Харківська  ;місто;Не з’явився;2018;NA
1974;жіноча;м.Київ;місто;Зараховано;2018;148.0
1974;чоловіча;Миколаївська  ;місто;Зараховано;2018;139.0
1974;чоловіча;Тернопільська  ;місто;Зараховано;2018;135.0
1974;жіноча;Донецька  ;місто;Зараховано;2018;200.0
1974;жіноча;Дніпропетровська  ;село;Зараховано;2018;145.0
1974;жіноча;Одеська  ;місто;Не подолав поріг;2018;0.0
1974;чоловіча;Сумська  ;село;Не подолав поріг;2018;0.0
1974;жіноча;Тернопільська  ;місто;Не подолав поріг;2018;0.0
1974;чоловіча;Херсонська  ;місто;Зараховано;2018;107.0
1974;жіноча;Херсонська  ;місто;Не подолав поріг;2018;0.0
1974;жіноча;Черкаська  ;місто;Зараховано;2018;129.0
1974;жіноча;Одеська  ;місто;Зараховано;2018;114.0
1974;жіноча;Житомирська  ;місто;Не з’явився;2018;NA
1974;жіноча;Черкаська  ;місто;Зараховано;2018;170.0
1974;жіноча;м.Київ;місто;Зараховано;2018;143.0
1974;жіноча;Закарпатська  ;село;Не подолав поріг;2018;0.0
1974;жіноча;Донецька  ;місто;Зараховано;2018;175.0
1974;жіноча;Житомирська  ;місто;Зараховано;2018;134.0
1974;чоловіча;Миколаївська  ;місто;Не подолав поріг;2018;0.0
1974;жіноча;Хмельницька  ;село;Зараховано;2018;123.0
1974;жіноча;Дніпропетровська  ;місто;Зараховано;2018;157.0
1974;жіноча;Харківська  ;місто;Зараховано;2018;136.0
1974;жіноча;Херсонська  ;місто;Зараховано;2018;138.0
1974;жіноча;Чернігівська  ;село;Зараховано;2018;129.0
1974;жіноча;Львівська  ;місто;Зараховано;2018;138.0
1974;чоловіча;Вінницька  ;село;Не подолав поріг;2018;0.0
1974;жіноча;Запорізька  ;місто;Зараховано;2018;124.0
1974;чоловіча;Кіровоградська  ;місто;Не подолав поріг;2018;0.0
1974;жіноча;м.Київ;місто;Зараховано;2018;166.0
1974;жіноча;Львівська  ;місто;Зараховано;2018;145.0
1974;чоловіча;Харківська  ;місто;Не з’явився;2018;NA
1974;жіноча;Рівненська  ;село;Не подолав поріг;2018;0.0
1974;чоловіча;Донецька  ;місто;Не з’явився;2018;NA
1974;жіноча;м.Київ;місто;Зараховано;2018;127.0
1974;чоловіча;Львівська  ;місто;Зараховано;2018;138.0
1974;чоловіча;Полтавська  ;село;Зараховано;2018;156.0
1974;жіноча;Київська  ;місто;Зараховано;2018;151.0
1974;жіноча;Полтавська  ;село;Не з’явився;2018;NA
1974;жіноча;Київська  ;місто;Зараховано;2018;105.0
1974;жіноча;Кіровоградська  ;село;Зараховано;2018;136.0
1974;жіноча;Хмельницька  ;місто;Зараховано;2018;107.0
1974;жіноча;Дніпропетровська  ;місто;NA;2018;NA
1974;жіноча;Житомирська  ;місто;Не подолав поріг;2018;0.0
1974;жіноча;Запорізька  ;місто;Зараховано;2018;179.0
1974;жіноча;Харківська  ;місто;Зараховано;2018;138.0
1974;жіноча;м.Київ;місто;Зараховано;2018;127.0
1974;жіноча;м.Київ;місто;Не з’явився;2018;NA
1974;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1974;чоловіча;Луганська  ;місто;Не з’явився;2018;NA
1974;жіноча;Дніпропетровська  ;місто;NA;2018;NA
1974;жіноча;Дніпропетровська  ;місто;NA;2018;NA
1974;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;0.0
1974;жіноча;Тернопільська  ;село;Зараховано;2018;151.0
1974;чоловіча;Львівська  ;місто;Зараховано;2018;142.0
1974;жіноча;Кіровоградська  ;місто;Зараховано;2018;112.0
1974;жіноча;Кіровоградська  ;село;Не подолав поріг;2018;0.0
1974;жіноча;Кіровоградська  ;місто;Зараховано;2018;104.0
1974;чоловіча;Донецька  ;місто;Зараховано;2018;131.0
1974;жіноча;Дніпропетровська  ;місто;Зараховано;2018;134.0
1974;жіноча;Дніпропетровська  ;місто;Зараховано;2018;105.0
1974;чоловіча;м.Київ;місто;NA;2018;NA
1974;чоловіча;Одеська  ;місто;Зараховано;2018;135.0
1974;чоловіча;Одеська  ;місто;Зараховано;2018;124.0
1974;жіноча;Полтавська  ;село;Зараховано;2018;118.0
1974;жіноча;Одеська  ;місто;Зараховано;2018;124.0
1974;жіноча;м.Київ;місто;Зараховано;2018;104.0
1974;жіноча;Харківська  ;місто;Зараховано;2018;178.0
1974;чоловіча;Херсонська  ;місто;Не з’явився;2018;NA
1974;жіноча;Одеська  ;місто;NA;2018;NA
1974;чоловіча;Рівненська  ;село;Зараховано;2018;124.0
1974;чоловіча;Київська  ;місто;Зараховано;2018;160.0
1974;жіноча;Чернігівська  ;місто;Зараховано;2018;158.0
1974;чоловіча;Дніпропетровська  ;місто;Зараховано;2018;121.0
